"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"192","192","31","0","3","1125","3","7","4","3","1","1","68","3","3","8","1","2","9637","8277","2","0","14","3","4","2","9","3","3","3","2","2","2"
"193","193","46","0","2","1485","2","18","3","4","3","1","87","3","2","5","3","3","4810","26314","2","0","14","3","3","1","19","5","2","10","7","0","8"
"194","194","48","0","2","163","3","2","5","3","2","1","37","3","2","8","4","2","4051","19658","2","0","14","3","1","1","14","2","3","9","7","6","7"
"195","195","26","0","2","683","2","2","1","4","1","2","36","2","1","7","4","1","3904","4050","0","0","12","3","4","0","5","2","3","4","3","1","1"
"196","196","51","0","2","833","2","1","3","2","3","2","96","3","1","7","4","2","2723","23231","1","0","11","3","2","0","1","0","2","1","0","0","0"
"197","197","51","0","2","432","2","9","4","2","4","2","96","3","1","3","4","2","2075","18725","3","0","23","4","2","2","10","4","3","4","2","0","3"
"198","198","49","0","2","174","3","8","4","6","4","2","56","2","4","8","2","2","13120","11879","6","0","17","3","2","1","22","3","3","9","8","2","3"
"199","199","44","0","2","477","2","7","4","4","1","1","42","2","3","1","4","2","10248","2094","3","0","14","3","4","1","24","4","3","22","6","5","17"
"200","200","24","0","2","823","2","17","2","5","4","2","94","2","1","3","2","2","2127","9100","1","0","21","4","4","1","1","2","3","1","0","0","0"
"201","201","40","1","1","1479","3","24","3","2","2","1","100","4","4","8","2","1","13194","17071","4","1","16","3","4","0","22","2","2","1","0","0","0"
"202","202","32","0","2","548","2","1","3","2","2","2","66","3","2","7","2","2","6220","7346","1","0","17","3","2","2","10","3","3","10","4","0","9"
"203","203","32","0","2","859","2","4","3","2","3","1","98","2","2","5","3","2","6162","19124","1","0","12","3","3","1","14","3","3","14","13","6","8"
"204","204","28","1","2","654","2","1","2","2","1","1","67","1","1","7","2","1","2216","3872","7","1","13","3","4","0","10","4","3","7","7","3","7"
"205","205","32","0","2","1401","3","4","2","2","3","1","56","3","1","9","2","2","3931","20990","2","0","11","3","1","1","6","5","3","4","3","1","2"
"206","206","44","0","2","661","2","9","2","2","2","2","61","3","1","7","1","2","2559","7508","1","1","13","3","4","0","8","0","3","8","7","7","1"
"207","207","43","1","2","1372","3","9","3","3","1","1","85","1","2","8","3","1","5346","9489","8","0","13","3","2","0","7","2","2","4","3","1","3"
"208","208","38","1","2","1180","2","29","1","4","2","2","70","3","2","1","1","2","6673","11354","7","1","19","3","2","0","17","2","3","1","0","0","0"
"209","209","30","0","2","201","2","5","3","6","4","1","84","3","1","7","1","3","3204","10415","5","0","14","3","4","1","8","3","3","3","2","2","2"
"210","210","41","0","2","802","3","9","1","2","3","2","96","3","3","8","3","3","8189","21196","3","1","13","3","3","1","12","2","3","9","7","0","7"
"211","211","41","0","2","582","2","28","4","2","1","1","60","2","4","5","2","2","13570","5640","0","0","23","4","3","1","21","3","3","20","7","0","10"
"212","212","42","0","2","265","3","5","2","3","4","2","90","3","5","4","3","2","18303","7770","6","0","13","3","2","0","21","3","4","1","0","0","0"
"213","213","37","0","2","1225","2","10","2","2","4","2","80","4","1","7","4","1","4680","15232","3","0","17","3","1","0","4","2","3","1","0","0","0"
"214","214","42","0","2","932","2","1","2","2","4","1","43","2","2","5","4","2","6062","4051","9","1","13","3","4","1","8","4","3","4","3","0","2"
"215","215","27","0","2","1115","2","3","4","4","1","2","54","2","1","7","4","1","2045","15174","0","0","13","3","4","0","5","0","3","4","2","1","1"
"216","216","40","0","2","896","2","2","3","4","3","2","68","3","1","7","3","3","2345","8045","2","0","14","3","3","1","8","3","4","3","1","1","2"
"217","217","38","0","2","1495","2","10","3","4","3","1","76","3","2","1","3","2","9824","22174","3","0","19","3","3","1","18","4","3","1","0","0","0"
"218","218","48","0","3","117","2","22","3","4","4","1","58","3","4","4","4","3","17174","2437","3","0","11","3","2","1","24","3","3","22","17","4","7"
"219","219","30","0","2","438","2","18","3","2","1","1","75","3","1","7","3","1","2632","23910","1","0","14","3","3","0","5","4","2","5","4","0","4"
"220","220","26","0","2","583","2","4","2","2","3","2","53","3","1","7","4","1","2875","9973","1","1","20","4","2","0","8","2","2","8","5","2","2"
"221","221","34","0","2","304","3","2","3","5","4","2","60","3","2","8","4","1","6274","18686","1","0","22","4","3","0","6","5","3","6","5","1","4"
"222","222","45","1","3","306","3","26","4","2","1","1","100","3","2","8","1","2","4286","5630","2","0","14","3","4","2","5","4","3","1","1","0","0"
"223","223","33","0","1","530","3","16","3","2","3","1","36","3","2","8","4","3","5368","16130","1","1","25","4","3","1","7","2","3","6","5","1","2"
"224","224","28","0","2","1423","2","1","3","2","1","2","72","2","1","7","3","3","1563","12530","1","0","14","3","4","1","1","2","1","1","0","0","0"
"225","225","38","0","2","1206","2","9","2","2","2","2","71","3","1","7","4","3","4771","14293","2","0","19","3","4","2","10","0","4","5","2","0","3"
"226","226","30","0","2","911","2","1","2","4","4","2","76","3","1","3","2","2","3748","4077","1","0","13","3","3","0","12","6","2","12","8","1","7"
"227","227","35","0","2","464","2","4","2","5","3","2","75","3","1","3","4","3","1951","10910","1","0","12","3","3","1","1","3","3","1","0","0","0"
"228","228","22","0","2","1136","2","5","3","2","4","2","60","4","1","7","2","3","2328","12392","1","1","16","3","1","1","4","2","2","4","2","2","2"
"229","229","24","0","2","1353","3","3","2","5","1","1","33","3","2","8","3","2","4999","17519","0","0","21","4","1","1","4","2","2","3","2","0","2"
"230","230","49","0","2","465","2","6","1","2","3","1","41","2","4","1","3","2","13966","11652","2","1","19","3","2","1","30","3","3","15","11","2","12"
"231","231","45","0","2","1329","2","2","2","5","4","1","59","2","2","5","4","3","5770","5388","1","0","19","3","1","2","10","3","3","10","7","3","9"
"232","232","35","0","2","890","3","2","3","3","4","1","97","3","1","9","4","2","2014","9687","1","0","13","3","1","0","2","3","3","2","2","2","2"
"233","233","47","1","3","1093","3","9","3","2","3","2","82","1","4","8","3","2","12936","24164","7","0","11","3","3","0","25","3","1","23","5","14","10"
"234","234","54","0","2","1147","3","3","3","3","4","1","52","3","2","8","1","2","5940","17011","2","0","14","3","4","1","16","4","3","6","2","0","5"
"235","235","43","0","3","394","3","26","2","2","3","2","92","3","4","4","4","2","16959","19494","1","1","12","3","4","2","25","3","4","25","12","4","12"
"236","236","37","1","2","625","3","1","4","2","1","2","46","2","3","8","3","2","10609","14922","5","0","11","3","3","0","17","2","1","14","1","11","7"
"237","237","42","0","2","300","2","2","3","2","1","2","56","3","5","4","3","2","18880","17312","5","0","11","3","1","0","24","2","2","22","6","4","14"
"238","238","32","0","2","646","2","9","4","2","1","1","92","3","2","7","4","2","6322","18089","1","1","12","3","4","1","6","2","2","6","4","0","5"
"239","239","25","0","2","309","1","2","3","1","3","1","82","3","1","2","2","2","2187","19655","4","0","14","3","3","0","6","3","3","2","0","1","2"
"240","240","50","0","2","813","2","17","5","2","4","1","50","2","3","6","1","3","13269","21981","5","0","15","3","3","3","19","3","3","14","11","1","11"
"241","241","42","0","2","319","2","24","3","4","4","2","56","3","3","5","1","2","7406","6950","1","1","21","4","4","1","10","5","2","10","9","5","8"
"242","242","45","0","3","364","2","25","3","4","2","1","83","3","5","4","2","1","18061","13035","3","0","22","4","3","0","22","4","3","0","0","0","0"
"243","243","29","0","2","1328","2","2","3","2","3","2","76","3","1","7","2","2","2703","4956","0","0","23","4","4","1","6","3","3","5","4","0","4"
"244","244","25","1","2","383","3","9","2","2","1","2","68","2","1","9","1","2","4400","15182","3","0","12","3","1","0","6","2","3","3","2","2","2"
"245","245","29","0","2","718","2","8","1","4","2","2","79","2","2","5","4","2","5056","17689","1","1","15","3","3","1","10","2","2","10","7","1","2"
"246","246","29","0","2","1086","2","7","1","4","1","1","62","2","1","3","4","3","2532","6054","6","0","14","3","3","3","8","5","3","4","3","0","3"
"247","247","31","0","2","1232","2","7","4","4","3","1","39","3","3","5","4","1","7143","25713","1","1","14","3","3","0","11","2","2","11","9","4","10"
"248","248","32","0","2","234","3","1","4","4","2","2","68","2","1","9","2","2","2269","18024","0","0","14","3","2","1","3","2","3","2","2","2","2"
"249","249","41","0","3","1200","2","22","3","2","4","1","75","3","2","7","4","3","5467","13953","3","1","14","3","1","2","12","4","2","6","2","3","3"
"250","250","41","0","2","1276","3","2","5","2","2","1","91","3","4","4","1","2","16595","5626","7","0","16","3","2","1","22","2","3","18","16","11","8"
"251","251","33","0","1","1313","2","1","2","4","2","2","59","2","1","3","3","3","2008","20439","1","0","12","3","3","3","1","2","2","1","1","0","0"
"252","252","36","0","1","1229","3","8","4","6","1","2","84","3","2","8","4","3","5079","25952","4","0","13","3","4","2","12","3","3","7","7","0","7"
"253","253","45","0","2","252","2","2","3","2","2","1","95","2","1","7","3","1","2274","6153","1","0","14","3","4","0","1","3","3","1","0","0","0"
"254","254","31","1","2","359","1","18","5","1","4","2","89","4","1","2","1","2","2956","21495","0","0","17","3","3","0","2","4","3","1","0","0","0"
"255","255","40","0","1","218","2","8","1","4","4","2","55","2","3","6","2","3","13757","25178","2","0","11","3","3","1","16","5","3","9","8","4","8"
"256","256","43","0","1","343","2","9","3","2","1","2","52","3","1","7","3","1","2438","24978","4","0","13","3","3","0","7","2","2","3","2","1","2"
"257","257","31","0","3","444","3","5","3","3","4","1","84","3","1","9","2","3","2789","3909","1","0","11","3","3","1","2","5","2","2","2","2","2"
"258","258","30","0","2","855","3","7","4","3","4","1","73","3","2","8","1","3","4779","12761","7","0","14","3","2","2","8","3","3","3","2","0","2"
"259","259","34","0","2","1480","3","4","3","2","3","2","64","3","3","8","4","2","9713","24444","2","1","13","3","4","3","9","3","3","5","3","1","0"
"260","260","25","0","2","977","2","2","1","5","4","2","57","3","1","3","3","3","3977","7298","6","1","19","3","3","1","7","2","2","2","2","0","2"
"261","261","31","1","3","703","3","2","3","2","3","1","90","2","1","9","4","1","2785","11882","7","0","14","3","3","0","3","3","4","1","0","0","0"
"262","262","29","1","2","224","2","1","4","6","1","2","100","2","1","7","1","1","2362","7568","6","0","13","3","3","0","11","2","1","9","7","0","7"
"263","263","33","1","2","813","2","14","3","4","3","2","58","3","1","3","4","2","2436","22149","5","1","13","3","3","1","8","2","1","5","4","0","4"
"264","264","29","0","3","1404","3","20","3","6","3","1","84","3","1","9","4","2","2157","18203","1","0","15","3","2","1","3","5","3","3","1","0","2"
"265","265","24","0","2","1127","2","18","1","2","2","2","52","3","1","3","3","2","2774","13257","0","0","12","3","3","1","6","2","3","5","3","1","2"
"266","266","35","0","2","809","2","16","3","4","1","2","84","4","1","3","2","2","2426","16479","0","0","13","3","3","1","6","5","3","5","4","0","3"
"267","267","34","0","3","829","2","15","3","4","2","2","71","3","4","6","1","3","17007","11929","7","0","14","3","4","2","16","3","2","14","8","6","9"
"268","268","32","1","2","1259","2","2","4","2","4","2","95","3","1","3","2","1","1393","24852","1","0","12","3","1","0","1","2","3","1","0","0","0"
"269","269","33","0","3","1303","2","7","2","2","4","2","36","3","2","1","3","3","5968","18079","1","0","20","4","3","3","9","2","3","9","7","2","8"
"270","270","30","0","2","1176","2","20","3","5","3","2","85","3","2","5","1","2","9957","9096","0","0","15","3","3","1","7","1","2","6","2","0","2"
"271","271","45","0","1","589","3","2","4","2","3","1","67","3","2","8","3","2","5154","19665","4","0","22","4","2","2","10","3","4","8","7","5","7"
"272","272","34","0","2","1130","2","3","3","2","4","1","66","3","2","7","2","3","5433","19332","1","0","12","3","3","1","11","2","3","11","8","7","9"
"273","273","27","0","2","728","3","23","1","4","2","1","36","2","2","9","3","2","3540","7018","1","0","21","4","4","1","9","5","3","9","8","5","8"
"274","274","36","0","2","329","3","16","4","3","3","1","98","2","2","8","1","2","5647","13494","4","0","13","3","1","2","11","3","2","3","2","0","2"
"275","275","55","0","2","692","2","14","4","4","3","2","61","4","5","6","2","1","18722","13339","8","0","11","3","4","0","36","3","3","24","15","2","15"
"276","276","56","0","2","718","2","4","4","6","4","1","92","3","5","4","1","3","19943","18575","4","0","13","3","4","1","28","2","3","5","2","4","2"
"277","277","22","0","2","253","2","11","3","4","1","1","43","3","1","7","2","2","2244","24440","1","0","13","3","4","1","2","1","3","2","1","1","2"
"278","278","43","0","3","185","2","10","4","2","3","1","33","3","1","3","4","1","2455","10675","0","0","19","3","1","0","9","5","3","8","7","1","7"
"279","279","25","1","2","240","3","5","3","3","3","2","46","2","2","8","3","1","5744","26959","1","1","11","3","4","0","6","1","3","6","4","0","3"
"280","280","55","0","2","1229","2","4","4","2","4","2","30","3","2","1","3","2","4035","16143","0","1","16","3","2","0","4","2","3","3","2","1","2"
"281","281","43","0","2","1179","3","2","3","4","4","2","73","3","2","8","4","2","7847","6069","1","1","17","3","1","1","10","3","3","10","9","8","8"
"282","282","41","0","2","263","2","6","3","4","4","2","59","3","1","3","1","1","4721","3119","2","1","13","3","3","0","20","3","3","18","13","2","17"
"283","283","40","0","2","1194","2","1","3","2","3","1","52","3","2","1","4","3","6513","9060","4","0","17","3","4","1","12","3","3","5","3","0","3"
"284","284","31","0","2","691","3","7","3","3","4","2","73","3","2","8","4","3","7547","7143","4","0","12","3","4","3","13","3","3","7","7","1","7"
"285","285","38","0","2","433","1","1","3","1","3","2","37","4","1","2","3","2","2844","6004","1","0","13","3","4","1","7","2","4","7","6","5","0"
"286","286","33","0","2","589","2","28","4","2","2","2","79","3","2","3","3","2","5207","22949","1","1","12","3","2","1","15","3","3","15","14","5","7"
"287","287","22","1","2","391","2","7","1","2","4","2","75","3","1","7","2","1","2472","26092","1","1","23","4","1","0","1","2","3","1","0","0","0"
"288","288","34","0","2","1346","2","19","2","4","2","2","93","3","1","3","4","3","2661","8758","0","0","11","3","3","1","3","2","3","2","2","1","2"
"289","289","36","0","3","1467","3","11","2","6","2","1","92","3","3","8","4","2","9738","22952","0","0","14","3","3","1","10","6","3","9","7","2","8"
"290","290","35","0","2","384","3","8","4","2","1","1","72","3","1","9","4","2","2572","20317","1","0","16","3","2","1","3","1","2","3","2","0","2"
"291","291","45","0","2","974","2","1","4","4","4","1","91","3","1","3","4","3","2270","11005","3","0","14","3","4","2","8","2","3","5","3","0","2"
"292","292","36","0","1","1105","2","24","4","2","2","1","47","3","2","3","2","2","5674","6927","7","0","15","3","3","1","11","3","3","9","8","0","8"
"293","293","27","0","2","894","2","9","3","4","4","1","99","3","1","7","2","1","2279","11781","1","0","16","3","4","0","7","2","2","7","7","0","3"
"294","294","47","0","1","1162","2","1","1","4","3","1","98","3","3","6","2","2","11957","17231","0","0","18","3","1","2","14","3","1","13","8","5","12"
"295","295","40","0","2","898","1","6","2","4","3","2","38","3","4","4","4","1","16437","17381","1","1","21","4","4","0","21","2","3","21","7","7","7"
"296","296","35","0","2","1490","2","11","4","4","4","2","43","3","1","3","3","2","2660","20232","7","1","11","3","3","1","5","3","3","2","2","2","2"
"297","297","34","0","3","1069","2","2","1","2","4","2","45","2","2","5","3","2","9547","14074","1","0","17","3","3","0","10","2","2","10","9","1","9"
"298","298","34","1","3","658","2","7","3","2","1","2","66","1","2","3","3","1","6074","22887","1","1","24","4","4","0","9","3","3","9","7","0","6"
"299","299","31","1","1","335","2","9","2","4","3","2","46","2","1","7","1","1","2321","10322","0","1","22","4","1","0","4","0","3","3","2","1","2"
"300","300","28","1","2","1157","2","2","4","4","1","2","84","1","1","7","4","2","3464","24737","5","1","13","3","4","0","5","4","2","3","2","2","2"
"301","301","32","0","3","379","3","5","2","2","2","2","48","3","2","8","2","2","6524","8891","1","0","14","3","4","1","10","3","3","10","8","5","3"
"302","302","35","0","3","853","3","18","5","2","2","2","71","3","3","8","1","2","9069","11031","1","0","22","4","4","1","9","3","2","9","8","1","8"
"303","303","55","0","2","1441","2","22","3","6","1","2","94","2","1","7","2","3","3537","23737","5","0","12","3","4","1","8","1","3","4","2","1","2"
"304","304","35","0","2","1395","2","9","4","4","2","2","48","3","2","7","3","1","5098","18698","1","0","19","3","2","0","10","5","3","10","7","0","8"
"305","305","58","1","2","289","2","2","3","6","4","2","51","3","1","7","3","1","2479","26227","4","0","24","4","1","0","7","4","3","1","0","0","0"
"306","306","24","0","1","1269","2","4","1","2","1","2","46","2","1","3","4","2","3162","10778","0","0","17","3","4","0","6","2","2","5","2","3","4"
"307","307","50","0","2","804","2","9","3","2","1","2","64","3","1","3","4","2","2380","20165","4","0","18","3","2","0","8","5","3","1","0","0","0"
"308","308","34","0","1","697","2","3","4","2","3","2","40","2","1","7","4","2","2979","22478","3","0","17","3","4","3","6","2","3","0","0","0","0"
"309","309","55","0","3","135","2","18","4","4","3","2","62","3","2","1","2","2","6385","12992","3","1","14","3","4","2","17","3","3","8","7","6","7"
"310","310","25","0","2","810","3","8","3","2","4","2","57","4","2","8","2","2","4851","15678","0","0","22","4","3","1","4","4","3","3","2","1","2"
"311","311","34","0","2","1351","2","1","4","2","2","2","45","3","2","7","4","2","5484","13008","9","0","17","3","2","1","9","3","2","2","2","2","1"
"312","312","40","0","2","302","2","6","3","2","2","1","75","3","4","5","3","1","13237","20364","7","0","15","3","3","0","22","3","3","20","6","5","13"
"313","313","31","1","3","561","2","3","3","2","4","1","33","3","1","7","3","1","4084","4156","1","0","12","3","1","0","7","2","1","7","2","7","7"
"314","314","51","0","2","1169","2","7","4","4","2","2","34","2","2","5","3","2","6132","13983","2","0","17","3","3","0","10","2","3","1","0","0","0"
"315","315","60","0","2","1179","3","16","4","3","1","2","84","3","2","8","1","1","5405","11924","8","0","14","3","4","0","10","1","3","2","2","2","2"
"316","316","47","0","2","955","3","4","2","2","4","1","83","3","2","8","4","1","4163","8571","1","1","17","3","3","0","9","0","3","9","0","0","7"
"317","317","34","0","3","303","3","2","4","3","3","1","75","3","1","9","3","2","2231","11314","6","0","18","3","4","1","6","3","3","4","3","1","2"
"318","318","24","0","2","771","2","1","2","2","2","2","45","2","2","1","3","1","4617","14120","1","0","12","3","2","0","4","2","2","4","3","1","2"
"319","319","39","0","2","1498","3","21","4","2","1","2","44","2","2","8","4","2","6120","3567","3","1","12","3","4","2","8","2","4","5","4","1","4"
"320","320","19","0","2","265","2","25","3","2","2","1","57","4","1","7","4","1","2994","21221","1","1","12","3","4","0","1","2","3","1","0","0","1"
"321","321","32","0","1","1184","2","1","3","2","3","1","70","2","1","3","2","2","2332","3974","6","0","20","4","3","0","5","3","3","3","0","0","2"
"322","322","34","0","2","1397","2","1","5","2","2","2","42","3","1","7","4","2","2691","7660","1","0","12","3","4","1","10","4","2","10","9","8","8"
"323","323","30","0","3","1012","2","5","4","2","2","2","75","2","1","7","4","3","3761","2373","9","0","12","3","2","1","10","3","2","5","4","0","3"
"324","324","46","0","2","1003","2","8","4","2","4","1","74","2","2","7","1","3","4615","21029","8","1","23","4","1","3","19","2","3","16","13","1","7"
"325","325","39","0","2","466","2","1","1","2","4","1","65","2","4","5","4","2","12742","7060","1","0","16","3","3","1","21","3","3","21","6","11","8"
"326","326","27","0","2","618","2","4","3","2","2","1","76","3","1","7","3","1","2318","17808","1","0","19","3","3","0","1","2","3","1","1","0","0"
"327","327","44","0","2","1313","2","7","3","4","2","1","31","3","5","6","4","3","19049","3549","0","1","14","3","4","1","23","4","2","22","7","1","10"
"328","328","42","0","2","557","2","18","4","2","4","2","35","3","2","7","1","3","5410","11189","6","1","17","3","3","1","9","3","2","4","3","1","2"
"329","329","38","0","3","1394","2","8","3","4","4","1","58","2","2","7","2","3","2133","18115","1","1","16","3","3","1","20","3","3","20","11","0","7"
"330","330","42","0","2","1147","1","10","3","1","3","1","31","3","4","4","1","2","16799","16616","0","0","14","3","3","1","21","5","3","20","7","0","9"
"331","331","49","0","2","809","2","1","3","2","3","2","36","3","4","4","3","1","15379","22384","4","0","14","3","1","0","23","2","3","8","7","0","0"
"332","332","32","1","2","1045","3","4","4","4","4","2","32","1","3","8","4","2","10400","25812","1","0","11","3","3","0","14","2","2","14","8","9","8"
"333","333","44","1","3","429","2","1","2","4","3","2","99","3","1","7","2","3","2342","11092","1","1","12","3","3","3","6","2","2","5","3","2","3"
"334","334","27","0","2","608","2","1","2","2","3","1","68","3","3","5","1","2","7412","6009","1","0","11","3","4","0","9","3","3","9","7","0","7"
"335","335","59","0","1","1420","1","2","4","1","3","1","32","2","5","4","4","2","18844","21922","9","0","21","4","4","1","30","3","3","3","2","2","2"
"336","336","33","1","3","827","2","29","4","4","1","1","54","2","2","7","3","1","4508","3129","1","0","22","4","2","0","14","4","3","13","7","3","8"
"337","337","35","0","3","1182","3","11","2","3","4","2","54","3","2","8","4","3","4968","18500","1","0","11","3","4","1","5","3","3","5","2","0","2"
"338","338","34","0","3","618","2","3","1","2","1","2","45","3","2","1","4","1","7756","22266","0","0","17","3","3","0","7","1","2","6","2","0","4"
"339","339","50","1","3","959","3","1","4","5","4","2","81","3","2","8","3","1","4728","17251","3","1","14","3","4","0","5","4","3","0","0","0","0"
"340","340","27","0","2","1240","2","2","4","2","4","1","33","3","1","3","1","3","2341","19715","1","0","13","3","4","1","1","6","3","1","0","0","0"
"341","341","36","0","2","852","2","5","4","2","2","1","82","2","1","7","1","2","3419","13072","9","1","14","3","4","1","6","3","4","1","1","0","0"
"342","342","28","0","3","193","2","2","3","2","4","2","52","2","1","3","4","2","3867","14222","1","1","12","3","2","1","2","2","3","2","2","2","2"
"343","343","33","0","2","654","2","5","3","2","4","2","34","2","3","1","4","3","7119","21214","4","0","15","3","3","1","9","2","3","3","2","1","2"
"344","344","30","0","3","160","2","3","3","4","3","1","71","3","1","7","3","3","2083","22653","1","0","20","4","3","1","1","2","3","1","0","0","0"
"345","345","30","0","2","1329","3","29","4","2","3","2","61","3","2","8","1","3","4115","13192","8","0","19","3","3","3","8","3","3","4","3","0","3"
"346","346","39","0","2","119","3","15","4","3","2","2","77","3","4","8","1","1","13341","25098","0","0","12","3","1","0","21","3","3","20","8","11","10"
"347","347","34","0","3","1003","2","2","2","2","4","2","95","3","2","5","3","1","4033","15834","2","0","11","3","4","0","5","3","2","3","2","0","2"
"348","348","26","0","3","1479","2","1","3","2","3","1","84","3","2","5","2","3","6397","26767","1","0","20","4","1","1","6","6","1","6","5","1","4"
"349","349","44","0","1","111","2","17","3","2","4","2","74","1","1","7","3","1","2290","4279","2","0","13","3","4","0","6","3","3","0","0","0","0"
"350","350","56","0","2","832","2","9","3","4","3","2","81","3","4","1","4","2","11103","20420","7","0","11","3","3","0","30","1","2","10","7","1","1"
"351","351","42","0","2","1396","2","6","3","4","3","2","83","3","3","6","1","2","13348","14842","9","0","13","3","2","1","18","3","4","13","7","5","7"
"352","352","31","0","2","218","3","7","3","6","2","2","100","4","2","8","4","2","6929","12241","4","0","11","3","2","1","10","3","2","8","7","7","7"
"353","353","40","0","3","902","2","26","2","4","3","1","92","2","2","7","4","2","4422","21203","3","1","13","3","4","1","16","3","1","1","1","0","0"
"354","354","40","0","1","1142","2","8","2","2","4","2","72","3","2","1","4","3","4069","8841","3","1","18","3","3","0","8","2","3","2","2","2","2"
"355","355","41","0","2","796","3","4","1","3","3","1","81","3","3","8","3","3","10447","26458","0","1","13","3","4","1","23","3","4","22","14","13","5"
"356","356","34","0","2","1326","3","3","3","5","4","2","81","1","2","8","1","1","4759","15891","3","0","18","3","4","0","15","2","3","13","9","3","12"
"357","357","26","0","2","841","2","6","3","5","3","1","46","2","1","7","2","2","2368","23300","1","0","19","3","3","0","5","3","2","5","4","4","3"
"358","358","29","1","2","408","2","25","5","6","3","1","71","2","1","7","2","2","2546","18300","5","0","16","3","2","0","6","2","4","2","2","1","1"
"359","359","32","0","2","427","2","1","3","4","1","2","33","3","2","5","4","2","6162","10877","1","1","22","4","2","1","9","3","3","9","8","7","8"
"360","360","36","0","2","1403","2","6","3","2","4","2","47","3","1","3","4","2","3210","20251","0","0","11","3","3","1","16","4","3","15","13","10","11"
"361","361","52","0","2","699","2","1","4","2","3","2","65","2","5","4","3","2","19999","5678","0","0","14","3","1","1","34","5","3","33","18","11","9"
"362","362","29","1","3","746","3","24","3","6","3","2","45","4","1","9","1","1","1091","10642","1","0","17","3","4","0","1","3","3","1","0","0","0"
"363","363","52","1","2","266","3","2","1","3","1","1","57","1","5","4","4","2","19845","25846","1","0","15","3","4","1","33","3","3","32","14","6","9"
"364","364","40","0","2","1416","2","2","2","4","1","2","49","3","5","6","3","3","19436","5949","0","0","19","3","4","1","22","5","3","21","7","3","9"
"365","365","55","0","2","282","2","2","2","4","4","1","58","1","5","4","3","2","19187","6992","4","0","14","3","4","1","23","5","3","19","9","9","11"
"366","366","56","0","3","906","3","6","3","2","3","1","86","4","4","8","1","2","13212","18256","9","0","11","3","4","3","36","0","2","7","7","7","7"
"367","367","34","0","3","135","2","19","3","4","3","1","46","3","2","3","2","3","4444","22534","4","0","13","3","3","2","15","2","4","11","8","5","10"
"368","368","40","0","2","1342","3","9","2","4","1","2","47","3","2","8","1","2","5473","19345","0","0","12","3","4","0","9","5","4","8","4","7","1"
"369","369","23","0","2","977","2","10","3","6","4","2","45","4","1","7","3","2","2073","12826","2","0","16","3","4","1","4","2","3","2","2","2","2"
"370","370","32","0","2","1018","2","2","4","4","1","1","74","4","2","7","4","1","5055","10557","7","0","16","3","3","0","10","0","2","7","7","0","7"
"371","371","31","0","3","853","2","1","1","2","3","1","96","3","2","5","1","2","4148","11275","1","0","12","3","3","1","4","1","3","4","3","0","3"
"372","372","30","0","1","1398","3","22","4","5","3","1","69","3","3","8","1","2","8412","2890","0","0","11","3","3","0","10","3","3","9","8","7","8"
"373","373","45","0","3","1249","2","7","3","2","1","2","97","3","3","3","1","3","5210","20308","1","0","18","3","1","1","24","2","3","24","9","9","11"
"374","374","37","0","2","1470","2","10","3","4","2","1","71","3","1","7","2","2","3936","9953","1","0","11","3","1","1","8","2","1","8","4","7","7"
"375","375","20","0","2","727","3","9","1","2","4","2","54","3","1","9","1","1","2728","21082","1","0","11","3","1","0","2","3","3","2","2","0","2"
"376","376","50","0","3","333","2","22","5","4","3","2","88","1","4","6","4","1","14411","24450","1","1","13","3","4","0","32","2","3","32","6","13","9"
"377","377","36","1","2","885","2","16","4","2","3","1","43","4","1","3","1","1","2743","8269","1","0","16","3","3","0","18","1","3","17","13","15","14"
"378","378","42","0","2","419","3","12","4","3","2","2","77","3","2","8","4","3","5087","2900","3","1","12","3","3","2","14","4","3","0","0","0","0"
"379","379","29","0","2","942","2","15","1","2","2","1","69","1","1","7","4","2","2168","26933","0","1","18","3","1","1","6","2","2","5","4","1","3"
"380","380","30","1","2","138","2","22","3","2","1","1","48","3","1","7","3","2","2132","11539","4","1","11","3","2","0","7","2","3","5","2","0","1"
"381","381","47","0","2","1482","2","5","5","2","4","2","42","3","5","6","3","2","18300","16375","4","0","11","3","2","1","21","2","3","3","2","1","1"
"382","382","26","0","2","1355","1","25","1","2","3","1","61","3","1","2","3","2","2942","8916","1","0","23","4","4","1","8","3","3","8","7","5","7"
"383","383","48","0","2","1221","3","7","3","3","3","2","96","3","2","8","1","3","5486","24795","4","0","11","3","1","3","15","3","3","2","2","2","2"
"384","384","23","0","2","541","3","2","1","6","3","2","62","3","1","9","1","3","2322","9518","3","0","13","3","3","1","3","3","3","0","0","0","0"
"385","385","51","1","2","1323","2","4","4","2","1","2","34","3","1","7","3","2","2461","10332","9","1","12","3","3","3","18","2","4","10","0","2","7"
"386","386","38","0","2","1333","2","1","3","6","4","1","80","3","3","6","1","2","13582","16292","1","0","13","3","2","1","15","3","3","15","12","5","11"
